text,label_meaning,label_predicted
用重槌敲响鼓，要敲的是地方，才会发出更大的声音。,,2
一部分书店工作人员的工作方法和服务态度也要有所改进才好。,,2
先进各国一般重视签押，不信用印，各机关对内对外来往文件，无论手写或印刷，必须由负责人签押才为有效。,,2
只有祸国殃民的‘四人帮’，才不顾人民的死活，滥用职权，花天酒地，吸劳动人民的血。,,2
由于我国城乡经济是长期隔绝的，农村一直处于闭塞状态，所以才出现工业化的双轨发展。,,2
古城大队的回汉族社员都懂得：科学种田要花力气，下苦功夫，才会有收获。,,2
这样，不知道又经过多少岁月，才出现了原始的肉眼看不到的生物。,,2
（4）公私合作经营上的扶助，例如天津解放后，华北对外贸易公司向河北、利兴、中孚、泰东等四家蛋厂，先后订购蛋品达五百余吨，才促使各蛋厂开始修理工厂复工，且各家产量都恢复到战前的水平。,,1
才上黄河头，又下黄河尾。,,1
田长霖在校长任职期间，不负众望，成绩斐然，促成柏克利加大各个方面的进步：吸引了全国最有才华也最多样的学生；在激烈竞争中延聘了一群学术界明星；自校外争取的研究经费上升到35％，达到3．18亿美元；打破私人捐助公立大学的所有纪录，6年中柏克利加大共募到7．8亿美元；完成了50年以来最具野心与前瞻性的校园建设计划；足球队赢得了3次奖杯，男篮队两次进入前16强，女子球队也赢得过全国亚军；改善了社区与学校的关系等等。,,0
循序而进，才会多快好省。,,2
解放后才三年，从学校中输送出去的同学们已卓越地工作在祖国大小的河流上；但是太少，明年、后年，还要更多地输送。,,1
起先，我总以为前面写过的那些材料，已经足以说明问题了，可是，参观了几个电灌站以后，才发觉它并没有触及问题的关键。,,2
巴勒斯坦人民和阿拉伯国家共同战斗，战争持续到一九四九年二月才停止下来。,,1
（陈端华　谭宝琳）海鸥（外二首）海鸥（外二首）冀汸海和天的空阔白昼与黑夜轮番占领有时候轮给雾，轮给风，轮给雨……只由于有了你们——快乐的伴侣我们航行在这里才不再是寂寞的生物哨没有名字的小岛渔民的家渔船的避风港水手的航标……不，不仅仅是这样它还是大地的眼睛：日日夜夜望着大海，有没有奔来凶险的风暴？,,1
这几年，影坛涌现了一批有抱负、有才华的新人。,,0
妈走进屋里，直往外探头，听着女儿清脆的声音，流利的语言，虽然听不清说什么，但她知道女儿讲得好，要不，这群姑娘才不会一个个聚精会神，瞪大眼，刷刷写字哩。,,2
刚刚结束的第二届国家司法考试进一步提高了门槛，持有本科以上学历的人员才可以报考。,,2
中央财经大学金融学院教授、中国银行业研究中心主任郭天勇表示，民营银行在经过少数试点之后才会进一步开放门槛，但需要建立存款保险制度和宏观审慎监管体系，存款保险制度可以把银行的损失与存款人的损失隔离开，而宏观审慎监管体系可以隔绝单一问题银行的风险传导。,,2
南珠市场成衣摊投标才一个多月，不少人就转让了摊位。,,1
谁知婚后才个把月，丈夫便去了香港，从此他们便分居两地。,,1
他们到那里以后，看了一个正在出焦的炉子，才发现石家庄焦厂的焦末率不仅低到3%，而且已经降低到2.58%，炼一吨焦炭少耗用净煤四十到五十公斤。,,2
他伤心地抽泣，嘴唇颤动着，直到发出“永远记住这个教训”的微弱的声音时，一种纯然快乐的情绪才在他那狭长的脸上表露出来。,,1
这样，你下次再说吃块饼干就睡觉，我才会把饼干给你。,,2
西哈努克亲王说：至于尼克松关于停火、关于召开结束印度支那战争的国际会议的臭名远扬的讲话，我想向你们指出，至于柬埔寨，只有在只代表他们自己，或者顶多代表美帝国主义的朗诺先生及其傀儡政权不出席这次会议的条件下，在只邀请我们出席的条件下，我们才会接受这个会议。,,2
它还是新的，是今年才出厂的。,,1
他表示，只有在“采取单方面行动的任何危险”消除时，美国才会解除戒备状态。,,2
相反的，他们借着这种热情的鼓舞，才好不容易地一步一步地迎风前进。,,2
池塘养鱼，一般亩产500公斤以上就算高产，大水面养殖，亩产才几公斤、几十公斤。,,1
钢琴用料讲究，木材利用才30%，余下的可制新潮家具。,,1
可是，我却因转机延误和时差，直到北京时间7日晨才回来，未能与他再见一面。,,1
虽说气候变暖给生态、人类的生活和经济活动所带来的显著影响需要一个漫长的过程才会显现出来，但是人类和地球已经处在这个量变的过程之中，量变积累到一定程度，可能发生质变。,,2
只有相信自己的力量，依靠自己的努力，才会使民族工业逐渐发展起来。,,2
才11月初？,,1
西安市师范学校艺术班任教的音乐工作者张引看了这部影片后说：“从这部影片中，我深深感觉到音乐工作者只有积极参加人民群众的生活和斗争，反映人民群众的要求，很好地接受民间艺术的遗产，才可以创造出好的音乐作品。,,2
7月上旬，是毛豆采摘的季节，万载市场上的普通毛豆才四五毛钱一斤，而有机毛豆在田头的收购价是1元钱一斤，收购者改换一下包装，就立即出口到了美国。,,1
明代初年，仕途艰难，科举也失去了汉唐的宽大雍容，很多出身富庶之家的江南才俊舍弃了为官的念头，在草长莺飞、鲈鱼堪脍的吴门做起逍遥游子，醉心于书画的大有人在，唐寅、文征明都是例子。,,0
家庭原是贫农成分，直到解放后家里才分得耕地十一亩，竹林七分。,,1
今天是穿行雨林，一路走着才发现这不是我想象的像老家西双版纳那样闷热潮湿、遮天蔽日的热带雨林，而是清凉翠绿、大树参天的赤道雨林。,,2
在中国，在我党，这一类斗争，看来还得斗下去，至少还要斗二十年，可能要斗半个世纪，总之要到阶级完全灭亡，斗争才会止息。,,2
第三，关于南沙群岛包括西沙群岛及其相关海域，在长久的历史过程中，周边国家并未对中国的主权、主权权利和管辖权提出质疑，只是在上世纪70年代以后才出现这个问题。,,1
“环境好了，心情也好了，这才叫享受生活！,,2
党教导我们，要把革命利益放在第一位，个人利益服从革命利益，经过自我思想斗争，才克服了复员回家的思想。,,2
最近，我们院组织了一个工作组，到现场“解剖”了一对矿井的设计，才发觉溜槽上的问题，远比平日设想的严重得多。,,2
前面讲的《霓虹灯下的哨兵》那迷蒙虚幻的南京路背景，是前线话剧团设计者在对帝国主义长期盘踞的十里洋场的上海，和解放不久的南京路上的情况分析、研究，再到实地去观察，体验，朝夕揣摩后加以概括综合，才使得布景深刻地烘托了糖衣炮弹和“香风”下的阶级斗争的复杂性。,,2
现在学了商务课程，才发现当初真是太傻了。,,2
有些党的组织，对一个党员的尚在萌芽时期的错误，很少加以批评和揭发，通常是在某一个党员的错误发展到严重程度时，才不得不进行批评和斗争，其结果就使一个本来可以挽救的党员，发展到不可收拾的地步。,,2
其实，大虾并没有成双成对而居的习性，只是交尾的时候雌雄虾才在一起，平时都是杂居。,,1
整整找了两个小时，才在江边找到双眼哭得红肿了的兴禹。,,1
因此，家庭承包制的作用应该说才刚刚开始发挥，农村经济发展形势是方兴未艾，高潮还在前头。,,1
陈友法过去常常是别人叫了才上地，现在反转来常常去叫别人上地，就因为他起得比别人还早。,,1
多一分进取少一分安逸，多一分闯劲少一分守成，做好精气神的“加减法”，我们才会如革命先驱恽代英所言，“每日须辟一新境界”，使人生更加丰富和开阔。,,2
她经常是占有了大量的生活材料，才动手创作，而且写在作品里的只占她掌握或者说是她所熟悉的材料的三十分之一，也就是说，她熟悉的材料和她写在作品里的内容的比例是三十比一。,,1
并告诉他，他的老母亲活到八十八岁，几年前才去世，姐姐、哥哥、弟弟都有了儿女，都非常想念他。,,1
马克思列宁主义科学的最忠诚的战士是最善于独立思考的，毛主席就曾教育我们，“对于任何东西都用鼻子嗅一嗅，鉴别其好坏，然后才决定欢迎它，或者抵制它”；“对任何事情都要问一个为什么，都要经过自己头脑的周密思考，想一想它是否合乎实际，是否真有道理，绝对不应盲从，绝对不应提倡奴隶主义”。,,2
录像是一项新兴的文化事业，需要开拓、发展，值得作家奉献自己的艺术才华。,,0
气象专家说，高温不会说走就走，还得过些日子才会结束。,,2
当然，有些人没有任何不适，只是在做某些检查时才发现患有该病。,,1
经过七次修改的280型高扬程内燃水泵制成后，也拿到长征公社和平大队作了两个多月的排灌试验，直到社员公认它效率高，容易操作以后，才在去年年底成批生产。,,2
毛主席曾经指出：“只有帝国主义被消灭了，才会有太平。,,2
他从林县参观回来，一连忙了几天，昨个一天又开了那么多会，直到深夜才回屋，他太劳累了，别惊动他，让他多睡一会吧！,,1
他说，正是为了向阿尔及利亚人民和领导人通报柬埔寨战场上的形势和加强两国人民之间的战斗团结和兄弟般的友谊，柬埔寨民族统一阵线和王国民族团结政府代表团才不远万里来到阿尔及利亚进行访问。,,1
而历史上大的文化发展，往往是在剧烈的冲击与竞争的强有力推动下才产生的，一种文化如果过于自闭安稳，反倒容易走向衰败。,,2
但是，金山人看到当时世界乙烯年产量已达5220万吨，而我国年产量才165万吨左右，每年国家需花费60—70亿美元进口大量乙烯合成材料，价值等于3套30万吨乙烯装置。,,1
饭碗打碎了，茶杯变成碎片，烦闷发泄了些，过不多时，又聚拢来，真是“才下眉头，又上心头”。,,1
乙同才到任后，一些人劝他说：“老乙啊，得过且过吧，社会上的不正之风不是你我这样小干部能够抵制的。,,0
去年五月才又补充了一个科长，四个干事，宣传部仍然是不够健全的。,,1
深圳市政府组织了52家企事业单位，准备了471个职位到海外招贤揽才。其中年薪在10万美元以上的职位有20多个，而深圳民营企业华昱机构则开出30万美元的价位，招聘首席执行总裁。,,0
留在家生产、站哨的同志，就觉得：技术冒尖才吃得开，咱们不行啦！,,1
广州市生产的禾镰，每把成本要一元七角多钱，而市桥禾镰每把才七角多。,,1
代表们认为，当前要积极推进科技体制的改革，分工合作，协同攻关，植物病理科学研究和技术推广工作才会在第七个五年计划期间取得更大进步。,,2
目前的设备能够满足预料到1965年才会达到的消费者的需求。,,2
《成兆才》和《评剧皇后》中也不乏铿锵有力、神完气足的唱段。,,1
程产娘批评了摇纱班组，摇纱班组也不服气，说木工组制作的捆纱用的羊角太粗糙，才会出现高边、崩边。,,2
第三，或者罗隆基说是看到报纸的，储是6月1日发言，2日必然见报，但问题是6月2日上午九点多钟我去罗家听到赵文璧向我转述“党天下”发言后，才到罗的传达室找到报纸，那时报纸刚来，但罗已经向赵文璧谈过了储安平发言，并且罗已经到民盟去了。,,1
可是，下来后，和一些同志个别谈心，才发现有的人虽然赞同了，但仍有自己的看法，并不完全同意我的意见。,,2
微博是现实的延续，政务微博积极作为的工作状态应成为现实生活中政府部门的工作常态，只有把百姓满意度作为“试金石”，转作风才不会松一阵、紧一阵。,,2
他们说：生产一个大圆锯片十二道工序价值一百二十元，做一把小旅行剪三十五道工序才几角钱，不合算。,,1
也正因为如此，这个小店才不仅促进了生产，方便了群众，而且发展了本身的业务。,,1
这帐把大伙算服了，又编了好些找水歌谣，发动大伙互相帮工，这井才一家一户打成了。,,1
从小学到大学，老师们手把手教孩子们生活常识，引导他们培养健康兴趣，树立正确的世界观、人生观、价值观……爱的师魂，无处不在，有爱方能育良才。不时也会听到有些教师感叹“现在的孩子不好教”，其实也不尽然。,,0
以为语文容易学习，自然科学才不好懂的人，到头来往往学懂了自然科学，却不能用祖国文字写一篇通顺的文章，这种悲剧是很不少的。,,1
杜莉萍坚持叫她不要买果子露，并且耐心地再三劝说，最后老太太才买了一包牛奶羹回去。,,1
爸爸说了半天好话，掌柜的才大发慈悲地换给了一把锄头、一件短袖小褂。,,1
正是看准了这支“潜力股”，阿里巴巴才加大在东南亚的投资。,,1
同志们吃完了，他才吃。,,1
后来组长叫她回到她的排里去，她才兴奋地挎着枪找她的同志们去了。,,1
这一过程有可能持续10年才使人得病。,,1
过去大家认为真正的灯具到战国时才出现，但实际上不晚于商代，我国就已经有了燃油的灯具，油灯的材质和样式也逐渐丰富多样。,,1
这些伟大的变革，从表面上看，是通过轰轰烈烈的运动来实现的，而实际上是经过长期的细致准备，说服教育，并用成功的事例做出榜样，取得人民的信任，然后才像瓜熟蒂落、水到渠成一样得到成功的。,,2
只有阴险地策划着对中国人民的战争的那些人们，才会反对这一类新的诚实的贸易。,,2
但书若生香，还须“几案精严、庋置清雅”，唯如此，才会和着庭院中四时的花气，闻到真正宜人的书的幽香。,,2
导演陈薪伊在《巫》剧中显示出她的才华和艺术上的成熟。,,0
某地为了建一座大桥，盖了120多个章，跑断腿，磨破嘴，东找人，西找门，结果还是拖了一年多才办成。,,1
有了水，才会有希望。,,2
瓦希德的改革之路才刚刚开始，要铲除腐败、激浊扬清，要实现民族间的和解与团结，要振兴金融危机后尚处于复苏期的经济，要推行新的土地改革政策，等等，都不是轻松容易的事情。,,1
这时，罗桑更才在冰水中冻得脸色发白，手脚不听使唤，已经筋疲力尽。,,1
根据目前的情况，夏尔马总统可能会决定先成立议会人民院，然后才决定由哪一个政党来组阁。,,1
是毛主席、共产党领导人民闹革命，才使广大劳动人民见了天日，过上了幸福的生活。,,2
这样才会在不长的时间里，有一个质的飞跃。,,1
出口数量也随着增加，去年全年才出口三万余瓶，今年上半年出口量就达三万余瓶。,,1
那时我才十四岁，还不大懂得革命的道理。,,1
严”是解决风气问题的良药，只有严格才使人意识到必须遵守，只有严能杜绝屡禁不止的问题。,,2
很久很久我才入睡，但是很快，我被一种恐怖的声音惊醒了——在梦里，我恰恰梦见被一只黑熊追逐。,,1
全村有七户民主改革后才从事农业生产的居民，有建筑工人和铁匠、缝纫、制鞋、卡垫、织氆氇、做木碗等十多个行业的手工业工人，他们都生活得很好。,,1
直到2011年9月，首尔才又重启“女性专用车厢”，并在地铁2号线试运行。,,1
直到下班了，才叫车间主任带李加贵到一家私人医院敷了点药。,,1
他先拿日寇管理时代修船效率最高的“英顺丸”说明，船体坏了平板（平板好修，弯板费工）四百平方公尺，四百余人白天黑夜干，四个半月才修好。,,1
（何良　胡才东）承德双滦区民兵积极参与维,,1
局长这才决定把冯匪扣起来，让我们一个人回平舆县第八区人民政府拿证明，另一个扣起来等证明。,,2
（此文是汪曾祺先生生前为《中国当代才子书·汪曾祺卷》写的自序。,,0
1971年他才十九岁时，他的父亲老杜瓦利埃死去，他继承了海地总统的职位。,,1
也就是说，只有抓紧了设计工作这一环，才可以带动全部准备工作顺利前进。,,2
解放后，我这棵老树才受了春风的滋养，开出了幸福的花朵。,,1
当年夏衍才40出头，穿一身并不显眼的西服，常常外面罩着一件风雨衣，跑东奔西，忽来忽去，忙个不停。,,1
你不是作为主人翁中的一员，站在六亿的队伍之中，感到这社会主义国家是自己的，应该让自己和群众一道，把这“才”在群众的熔炉里锻炼、陶冶，使它能够为建设自己的祖国放光芒、射异彩；而是站在这六亿的队伍之外，撅着嘴巴，憋着一肚子气，觉得你不来团结我，我就不靠拢你；你不“赏识”我，我就不买你的账；“你”“我”之间，界限分明，壁垒森严，这不是自外是什么呢？,,0
直到当天下午北京时间六点钟，他们才回到了拔海八千五百米的“突击营地”。,,1
一天，春弟跟丈夫说：“我们在厂里生产积极，家里也要过得和和气气的才好。,,2
朝鲜人民军某部模范战斗员白云日气愤地说：“美国的海空军毁坏了我们祖国许多城市和乡村，我们为了使我国的问题能够和平解决才主张谈判停战，可是美方代表们却吹起什么海空军优势了，这简直是以为我朝鲜人民可欺！,,2
苏班德里约还透露，同时还决定，在新加坡作好准备的美国船只只有在得到印度尼西亚政府许可的情况下，才可以开进印度尼西亚领土。,,2
为有效地解决此一矛盾，三者必须互相取得密切联系才可。,,2
由于美国政府大大增加开支，才使得美国经济没有在1961年中进一步恶化。,,2
她坦率地说，并且给我讲了一件趣事，在军艺读书时，冯瑞丽是出了名的“慢三拍”，每次等到班主任点名时才姗姗而来，有一次到外地演出，下午4∶00出发，她3∶30就溜到车上坐在后排捧了一本小说津津有味地看起来，当班主任习惯地问了一句：“谁还未到！,,1
一九六六年他爱人死后，留下五个孩子，最大的才十四岁，当时还有病。,,1
市长赵少麟则说得更具体：要把全市逐村普遍动员起来，农业生产要按照市场的需要，往专业化、规模化上引导；品种上要往高层次发展；要搞加工业，发展农副产品的加工业，延伸下来就是淮阴的乡镇企业；大搞创汇农业，把农副产品的出口作为淮阴外贸出口的主战场……思路就这样越来越明确：淮阴的优势在大农业，也只有在特色农业、高效农业上求发展，淮阴才大有希望。,,2
黑龙江省肇东等县，有些农民以为春耕完了，竞赛也完了；总结和评奖以后，竞赛的热潮才又高涨起来，好些互助组要求“下回见”。,,2
他也不说什么，谁叫他这名他都答应；有时一个三四岁的小孩也这么叫他，他答应一声，就装扮个鬼脸，吓唬那孩孩，惹得人家啼哭了，他才又上去一把抱起，又逗又哄地送人家回去，回头小孩他妈骂他两句，他也跟人家面对面骂一阵笑一阵。,,1
这11辆车分驶在三股铁道上，一点一点向新址方向移动，短短的2，600米路程，整整走了三个月，迁移工程才告完成。,,1
远的不去说了，就在美机侵苏事件被揭露，受到世界人民谴责之后，艾森豪威尔仍宣布恢复地下核试验，赫脱叫嚣西方不应对四国首脑会议抱“过分希望”而应决心“保持强大的防御”，美国副国务卿麦钱特叫嚷美国将继续反对“东欧和中欧的现状”，美国国防部还下令举行世界规模的、在“战争准备状态中”才“非常重要”的“通讯戒备演习”，美国在国内外的战略空军和防空部队也奉命“加强戒备”。,,1
古老而年轻的苏州将为您施展才华提供机会！,,0
与会者们在离开莫斯科时心里乱糟糟，不知道在有关莫斯科和北京的分裂问题上究竟该向国内的同志们谈些什么才好。,,1
有了“一垦三改”运动，才在常年积水的盐碱荒地上，出现了河北平原上的又一个千斤社。,,2
痛定思痛，新的市委班子认识到，“有的干部违纪违法，主要问题不是出在才上，而是出在德上；不是出在做事上，而是出在做人上；不是出在勤政上，而是出在廉政上。,,0
坦桑尼亚杂技团在中国勤学苦练了四年杂技演技之后，最近才从中国回到国内。,,1
它的故事内容主要是通过革命老根据地沂蒙山区一个普通的农村青年妇女——红嫂，在解放战争中救护我军伤员这件事情，来反映革命群众和革命政党、革命军队的亲密关系，歌颂老解放区人民忠于革命、敢于斗争的高贵品质；同时也说明了这样一个真理，即中国革命的胜利，正是革命的军队，在党的正确领导下，在广大有觉悟的革命群众的全力支援之下才取得的。,,2
（《春秋繁露·顺命》）就是说，臣子要服皇帝管，儿子要服老子管，妻子要服丈夫管，这才合乎“纲纪”，合乎“天意”。,,2
他讲的也不无道理，人活60为一个花甲，而后从头算起，不是才15吗？,,1
这样对一些公共事件的讨论，才不会跑偏。,,2
此前，众议院议长、共和党人博纳支持共和党中保守派议员的立场，要求以推迟实施或禁止向奥巴马医改拨款为条件，才会通过政府临时预算。,,1
对于读者来说，扑入眼帘的印象首先是因为封面装帧的新颖独特，你才会有兴趣关心它背后的内容。,,2
在挑选干部工作中的另一种错误倾向，是重才不重德的思想。,,0
过了好几个月我才借到一本两个英国人写的小册子“苏联的新遗传学”，看完以后，使我将信将疑，相信的是那么许多新的结果摆在我的面前；怀疑的是该作者们把新遗传学批评成为一种没有经过精密研究不很可靠的理论。,,1
（左图为夏君演《女强人》）夏君1974年考入大连话剧团，凭借自己的用功与才分，很快脱颖而出。,,0
下放以前，他在工作上还常常挑肥捡瘦、轻视平凡的劳动，一心想做高深的、复杂的研究工作；这才一年多的时间，孤芳自赏的知识分子竟然放下架子，有了劳动人民的感情。,,1
王经伟走村串户进行技术指导，山上蒸腾的暑气和毒气使他身上布满红斑，直到住进医院才“休息”几天。,,1
男子队的六场比赛中，也有四场打了三局才分胜负。,,1
会议才刚刚开始，“绿区”附近便接连遭遇数枚迫击炮弹和火箭弹袭击。,,1
53岁的段素贞看帮工队排不上她的号，便主动承担了为帮工队做饭的义务，她每天早上5点多起床，把一日三餐调理得美味可口，直忙到晚上9点多钟才回家。,,1
他知道培养连续作战的思想作风十分重要，就在执行任务返港后，不顾自己有多劳累，是深夜还是风雨天，都立即清洁保养机器，设法补给油、水，做好再次出航的准备，然后才去休息。,,1
一次演出突然停电，然而农民们不走，村干部只得跑出十多里路联系供电，一直演到后半夜，农民才乐呵呵回家。,,1
一些资产阶级知识分子以旧眼光看待新事物，认为大学，这只有一些优秀的所谓高材生才可以登堂入室，农民秉性愚钝，硬要他们上大学，也只是“揠苗助长”，“吃力不讨好”。,,2
例如，去年的《我的右肾去哪儿了》，在缺乏向医生求证的情况下，单方面报道了患者对医生的怀疑和指责，引发了广大网友对医生这个崇高职业的强烈愤慨，最后却遭遇新闻反转；再如《北大新闻系才女回乡创业送快递》新闻，记者不顾女主人公在采访时一再强调的专升本学历，而以“北大学历”作为引爆点进行叙事。,,0
江西都昌县左里公社林　春这里出售的化肥一日三涨价这里出售的化肥一日三涨价3月13日，隔壁邻居才从白沙供销社买化肥回来，就告诉我：“快去买化肥，县里产的100斤装的一袋碳铵，要九块七毛五一袋（原价八块七毛五）。,,1
在中国历史上曾经有过民族间的多次征服和被征服，其结果总是先进的文化取代落后的东西而在更大的范围内被接受，从而才会有中华民族的现状。,,2
影片《风云儿女》1935年5月24日才在上海首次放映。,,1
心理疾病需早求医阳光心理安康中心主席、精神心理专科医生陈张栩表示，华裔对罹患精神疾病感到羞耻，认为只有疯子、傻子才会去看精神医生，结果导致心理疾病愈加严重，最终导致自杀悲剧发生。,,2
去年后半年，清花车间的夜班工人为了省事，没有除去杂质，就直接把棉花放到开花机里，结果由于棉花里混进一块铁片，把开花机打坏了，用了三、四天的时间才修好。,,1
像杨振宁、陈香梅、王嘉廉、骆家辉、李昌钰、何大一等人，他们紧密地与各族裔打成一片，扎扎实实地融入到主流社会，积极参与当地族群和华人社会的各种活动，包括参政，展示自己的才华和实力，在为所在国作贡献的前提下，也关心支持祖籍国的发展和兴盛，不仅受到各族裔的爱戴，也赢得华人社会乃至祖籍国的敬重。,,0
农民邒盛才一家五口，有一年因患痢疾四天之内死去三人。,,0
每天他都工作十二小时以上，午餐常常安排在工作时间进行，子夜时分才上床休息。,,1
他豁达地说：“我今年才38岁，正是年轻力壮的时候，有些家庭，孩子上学，父母又年纪大，还有的家庭连房子都被水冲没了，他们应该多得到一些援助。,,1
也许不久的将来，公司发行上市要考核的一个首要内容就是上市的目的，主业有长远的高幅度增长的公司才可以上市，这样，股市的源头纯净了，股市也就能健康地发展了。,,2
我思想斗争得很厉害，不知怎样才好，请编辑先生代我出个主意。,,1
日本鬼子打起了太平洋战争，才发展到二千人，解放后，苏联给我们许多帮助，工厂有了很大发展，奠定了今天的技术基础。,,1
只是在要挟帕赫图索夫背叛祖国的阴谋落空后，联邦调查局才不得不将其释放。,,2
卡杜米指出，只有在以色列从所有被占阿拉伯领土上撤走、建立以耶路撒冷为首都的独立的巴勒斯坦国的情况下，巴方才会同以色列签署和平协议。,,2
聚财在头一天，就从上河村请他的连襟来给媒人做酒席，忙了一天，才准备了个差不多。,,1
不同意的理由是：去年金皇后玉米是种在水地上才丰收，如在山地上种就不保险；可是全社只有去年新修的四亩二分水地，哪能种五十亩金皇后？,,1
那几天，除了大妈忙活，大女儿刘英和儿媳，都抽空为新娘赶制嫁妆，整整忙了一个星期才准备齐全。,,1
要体贴群众，群众才信服你们。,,2
香河这儿才刚起步一两年，成长的空间还很大，我觉得火的日子还在后头嘞！,,1
可是，由于我活学活用毛泽东思想不够，错误地认为：“咱是外地人，大人小孩都不得罪，才好办事。,,2
据了解沙特的朋友说，沙特是一个严守“男女有别”的国度，即使在本族之间，也只有关系非常密切的朋友才不分性别，一起聊天、吃饭，用这种方式接待外国朋友，那是很高的礼遇。,,1
他们说：“亚洲通信卫星的故事才刚刚开始呢。,,1
假如认为仅仅是奥地利政府才会持这种态度那就错了。,,2
在这气势磅礴的历史风云的画卷上，活跃着思想新进、睿智宽厚的领袖孙中山，叱咤风云、刚毅顽强的副领袖黄兴，才华横溢、入世未深的国民党首脑宋教仁，深谋远算、大智大勇的护国讨袁元勋蔡锷，阴险狡诈、深藏不露的袁世凯以及蒋介石、陈其美、汪精卫等历史人物。,,0
这种“功亏一篑”的情况，实在应该设法避免才好。,,2
刘长清说：“就因为是公家的东西，才不该随便用。,,2
接连四个半月索特赛岛升到一百六十九米，直到1965年5月才停止活动。,,1
以后才发现，只要你买的东西较多或较重，总有店伙计送你上车，而且不收小费。,,2
和那些分在大机关无法施展才华的同学相比，这位同学活得更充实、更有价值。,,0
室内数十名军警往来我们临时集中营——客厅及吴老房间里，不少的便衣特务及军警屡次搜索各房间，直到廿八日晨十时顷，孙元良才到来，与吴老面谈，照他的公事再述一遍。,,1
只是由于岸信介集团的这一阴谋已经在日本人民的强烈反对下遭到挫败，它们才又妄图采取延长会期甚至武力镇压的手段，来批准日美军事同盟条约，向预定在6月19日访问日本的美国总统艾森豪威尔“献礼”。,,2
他希望委员们继续发扬与共产党同心同德、肝胆相照的好传统，积极建言献策，帮助党和政府进一步把工作做好；注重发挥自身的优势和特长，在经济建设和社会发展中贡献更多的智慧和力量，尤其是在实施科教兴国战略、可持续发展战略和西部大开发战略中充分施展自己的才华；广泛联络海内外中华儿女，努力做好争取台湾民心的工作，共同促进祖国和平统一大业的早日实现。,,0
季慕卿兄弟在国民党反动统治时期，鉴于物价一天数涨，伪币不断贬值，为了稳当地把从工人血汗劳动中榨取的钱留给后代，才买了这一大批黄金。,,1
甚至有六场是延长了五分钟的比赛时间才决定胜负。,,1
次日，母亲很早把我叫醒，递给我一元六角钱微笑着说：“才仔，上学去吧！,,0
多数人还没富裕起来达到什么程度才叫富裕？,,2
那天，她去省作协开会，股骨摔断了，因为没有知觉，她还坐着开了半天会，直到中午，妹妹才发现，她的左膝肿得像一个篮球了。,,1
由于当时同所的工友都在场，这个暴徒才不得不把手松开。,,1
黄欣是一九五二年随卫生部昌都民族卫生工作大队来到康藏高原的，她那时才从广西医学院毕业。,,1
一见大字报说他是右派，才大吃一惊。,,1
张科回忆，过去医院厕所人满为患，管理混乱，环境很糟糕，也没有适合老人的厕位，“有时看病实在憋不住了，才在医院上厕所”。,,1
不就正是这些才使得我们觉得他栩栩如生吗？,,1
只有那种在“质”上代表着那个时代的时代精神、那个社会的人民呼声的创作意识，并标志着那个时代、那个社会文学艺术发展的历史流向和最新水平的创作思潮，才堪称主潮。,,2
正因为如此，他们的工作才受到中共江西省委的重视和有力的支持。,,2
有了思想革命化的领导班子，在全县不断地开展路线斗争，才促进了学大寨运动的不断深入。,,2
正因为热电池复杂，国防建设需要它，我才乐于接受这个任务。,,2
文艺界存在的急功近利之风需要高度警惕，这种风气吞噬作家艺术家的才华，销蚀文艺作品的质量。,,0
余先生的功劳，在于他锲而不舍地寻微访幽，辛勤重访，校勘订正，考察标记，才使得这幅战时昆明的文化地图，得以完整如初地奉献给当今的读者。,,2
又耽误功课，又不能去玩，真费事，还容易烫着，我们才不愿意做饭呢！,,2
“学如弓弩，才如箭镞。,,0
他说，他只有在政治会议保证在一定时间内使他达到“解放和统一朝鲜”的时候，他才不破坏停战。,,2
大家知道，我们原来老解放区的许多文艺工作者，很大的一部分都是在抗日战争以后才培养出来的，他们都还年青，在长时间的艰苦斗争中间，他们遵照了毛主席的文艺方针去工作，却一般的都很少有在理论上和艺术上提高自己的机会，即在生活方面，也往往为各自特定的工作所限制，加上在文艺方面过去十分缺少经常的思想指导和具体帮助，他们的作品存在着各种不同的缺点，是很自然的事，他们不能如我们所想像以及他们自己所迫切要求那样迅速的提高。,,1
很多新晋或回归的“非资深球迷”这才发现，球员变了，精气神涨了，国足已经不是那支国足了，因此重燃起了对中国足球的信心。,,2
正是由于党的不断地教育，才使林道静的革命意志更加坚定，而能在北平被捕后，禁受住严酷的监狱考验。,,2
有几个真心来此寻访世外桃源跳出人间是非的青年学生，才一落座竹榻，门外“袁大头要么？,,1
最后，薛请来保安，卸了邮件才作罢。,,1
当地的朝鲜居民说，他们以前从来没有见过这种跳蚤，而且这一带最早也得三月底以后才会有苍蝇。,,1
许多疑问有待令人信服的回答　　据安赫尔介绍，发生事故的路段并未安装欧洲铁路交通管理系统（ERTMS），而只是安装了信息指示和自动刹车系统（ASFA），后者是一个定点控制系统，只有当列车经过特定的信息检测点并且超速时系统才会作出反应。,,2
开初，萧媛满以为是马蹄惊动了它们，待走近缅寺，才发现这里发生了一场人鸟争食的斗争。,,2
1993年，巴西国内生产总值实际增长了4.9%，但物价指数却上涨了2567%，8月份才发行的新货币很快又“毛”了。,,1
